Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),Base Score,Temporal Score,Customer Action Required
9 set 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-54096,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-54096,6.5,5.7,true
9 set 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5065427,https://support.microsoft.com/help/5065427,5063871,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065427,10.0.14393.8422,CVE-2025-54095,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-54095,6.5,5.7,true
9 set 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-54095,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-54095,6.5,5.7,true
9 set 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5065427,https://support.microsoft.com/help/5065427,5063871,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065427,10.0.14393.8422,CVE-2025-53798,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53798,6.5,5.7,true
9 set 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-53798,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53798,6.5,5.7,true
9 set 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5065427,https://support.microsoft.com/help/5065427,5063871,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065427,10.0.14393.8422,CVE-2025-53797,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53797,6.5,5.7,true
9 set 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-53797,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53797,6.5,5.7,true
9 set 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5065427,https://support.microsoft.com/help/5065427,5063871,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065427,10.0.14393.8422,CVE-2025-49734,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49734,7.0,6.1,true
9 set 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-49734,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49734,7.0,6.1,true
21 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231,7.5,6.5,true
21 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55231,7.5,6.5,true
21 ago 2025,Windows,Windows Server 2016,,Spoofing,Important,5058383,https://support.microsoft.com/help/5058383,5055521,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058383,10.0.14393.8066,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229,5.3,4.6,true
21 ago 2025,Windows,Windows Server 2019,,Spoofing,Important,5058392,https://support.microsoft.com/help/5058392,5055519,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5058392,10.0.17763.7314,CVE-2025-55229,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55229,5.3,4.6,true
21 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230,7.8,6.8,true
21 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-55230,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-55230,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53724,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53724,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Critical,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53778,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53778,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50155,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50155,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53766,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53766,9.8,8.5,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53725,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53725,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53726,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53726,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53766,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53766,9.8,8.5,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Critical,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53778,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53778,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53724,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53724,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5065427,https://support.microsoft.com/help/5065427,5063871,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065427,10.0.14393.8422,CVE-2025-48807,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48807,6.7,5.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50155,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50155,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Denial of Service,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53722,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53722,7.5,6.5,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53153,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53153,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53148,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53148,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5065428,https://support.microsoft.com/help/5065428,5063877,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5065428,10.0.17763.7792,CVE-2025-48807,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48807,6.7,5.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-53789,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53789,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53723,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53723,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53148,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53148,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53136,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53136,5.5,4.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50167,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50167,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50163,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50163,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50163,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50163,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2019,,Spoofing,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50154,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50154,7.5,6.5,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-53789,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53789,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50157,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50157,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50157,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50157,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53726,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53726,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53725,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53725,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53723,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53723,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Denial of Service,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53722,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53722,7.5,6.5,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53721,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53721,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53720,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53720,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53720,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53720,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53719,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53719,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53719,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53719,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53718,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53718,7.0,6.1,true
